 species:	beech
 species_id:	5
 site:	Karlsruhe
 pt_density:	12
 date_flight:	2011
 param5:	xx
 param6:	xx
 param7:	xx
 param8:	xx
 param9:	xx
 param10:	xx
 param11:	xx
 param12:	xx
 param13:	xx
 param14:	xx
 param15:	xx
 param16:	xx
 param17:	xx
 param18:	xx
 param19:	xx
 param20:	xx
 
 x y z
 3456837.50 5434315.41 17.65
 3456837.34 5434315.97 18.12
 3456837.41 5434316.23 18.13
 3456837.08 5434316.24 17.82
 3456836.77 5434316.25 17.61
 3456837.55 5434316.67 18.52
 3456837.22 5434316.67 18.74
 3456836.90 5434316.69 18.27
 3456837.60 5434316.73 18.72
 3456837.27 5434316.74 18.86
 3456836.96 5434316.76 18.15
 3456836.63 5434316.76 18.18
 3456837.46 5434316.67 18.51
 3456837.13 5434316.67 18.66
 3456836.81 5434316.68 18.30
 3456837.59 5434317.11 20.49
 3456837.30 5434317.16 18.93
 3456836.96 5434317.14 19.75
 3456836.63 5434317.15 19.64
 3456836.35 5434317.22 16.87
 3456836.02 5434317.22 16.92
 3456837.23 5434318.06 20.09
 3456837.26 5434318.10 18.28
 3456836.95 5434318.14 16.82
 3456837.23 5434318.55 0.05
 3456836.56 5434318.05 21.14
 3456836.62 5434318.14 17.17
 3456835.94 5434318.10 19.16
 3456835.62 5434318.11 18.95
 3456835.64 5434318.15 17.43
 3456837.34 5434318.45 20.74
 3456837.03 5434318.47 20.19
 3456837.37 5434318.95 -0.01
 3456836.70 5434318.46 20.60
 3456837.03 5434318.96 0.08
 3456836.40 5434318.51 18.81
 3456836.08 5434318.51 18.98
 3456837.57 5434318.77 20.52
 3456837.24 5434318.78 20.26
 3456837.59 5434319.26 0.13
 3456836.94 5434318.81 19.43
 3456836.95 5434318.83 18.61
 3456836.60 5434318.79 20.32
 3456836.92 5434319.27 0.06
 3456836.29 5434318.82 19.18
 3456835.97 5434318.83 19.25
 3456837.38 5434319.19 20.87
 3456837.09 5434319.24 18.89
 3456836.75 5434319.22 20.00
 3456836.77 5434319.25 18.73
 3456837.08 5434319.70 0.03
 3456836.44 5434319.25 19.09
 3456836.74 5434319.70 0.08
 3456836.12 5434319.26 18.84
 3456837.64 5434319.38 20.70
 3456837.31 5434319.38 20.82
 3456837.00 5434319.41 19.70
 3456837.02 5434319.43 18.85
 3456836.68 5434319.42 19.57
 3456836.37 5434319.44 18.79
 3456836.66 5434319.88 0.04
 3456836.04 5434319.45 18.62
 3456837.54 5434319.54 20.81
 3456837.26 5434319.59 18.69
 3456836.93 5434319.59 18.98
 3456836.61 5434319.60 18.71
 3456836.90 5434320.03 0.03
 3456836.28 5434319.61 18.72
 3456835.96 5434319.61 18.62
 3456837.56 5434320.19 20.27
 3456837.60 5434320.24 18.02
 3456837.27 5434320.24 18.03
 3456836.95 5434320.25 17.89
 3456837.70 5434314.88 17.40
 3456840.44 5434315.37 17.42
 3456840.11 5434315.37 17.49
 3456839.46 5434315.39 17.08
 3456839.14 5434315.40 16.90
 3456838.49 5434315.41 16.88
