 species:	beech
 species_id:	5
 site:	Karlsruhe
 pt_density:	12
 date_flight:	2011
 param5:	xx
 param6:	xx
 param7:	xx
 param8:	xx
 param9:	xx
 param10:	xx
 param11:	xx
 param12:	xx
 param13:	xx
 param14:	xx
 param15:	xx
 param16:	xx
 param17:	xx
 param18:	xx
 param19:	xx
 param20:	xx
 
 x y z
 3456885.27 5434325.38 8.55
 3456884.93 5434325.38 8.56
 3456885.28 5434325.45 5.41
 3456884.57 5434325.38 8.77
 3456884.96 5434325.46 5.31
 3456884.25 5434325.39 8.65
 3456883.80 5434325.38 9.64
 3456884.23 5434325.46 5.71
 3456879.06 5434325.44 10.21
 3456878.71 5434325.45 10.31
 3456885.60 5434325.52 8.45
 3456885.25 5434325.53 8.55
 3456884.91 5434325.53 8.56
 3456884.56 5434325.53 8.72
 3456884.23 5434325.54 8.58
 3456883.78 5434325.52 9.70
 3456884.84 5434325.73 0.05
 3456883.45 5434325.53 9.65
 3456883.76 5434325.59 6.78
 3456883.11 5434325.54 9.62
 3456879.27 5434325.49 14.53
 3456878.65 5434325.51 14.07
 3456879.03 5434325.59 10.23
 3456878.71 5434325.60 10.10
 3456878.63 5434325.66 7.58
 3456886.85 5434325.88 3.20
 3456885.90 5434325.78 8.48
 3456886.50 5434325.89 3.26
 3456885.98 5434325.86 4.84
 3456885.23 5434325.79 8.46
 3456884.78 5434325.77 9.52
 3456884.49 5434325.79 9.08
 3456884.07 5434325.78 9.82
 3456884.19 5434325.80 8.70
 3456883.73 5434325.78 9.83
 3456883.45 5434325.80 9.30
 3456880.50 5434325.72 15.10
 3456878.64 5434325.78 13.87
 3456878.97 5434325.85 10.59
 3456878.30 5434325.78 14.02
 3456878.66 5434325.86 10.40
 3456878.02 5434325.80 13.46
 3456878.39 5434325.88 9.69
 3456878.25 5434325.93 7.69
 3456887.04 5434325.96 3.23
 3456886.70 5434325.96 3.21
 3456885.76 5434325.86 8.49
 3456885.40 5434325.86 8.64
 3456885.83 5434325.94 4.87
 3456884.96 5434325.85 9.56
 3456885.07 5434325.87 8.65
 3456884.64 5434325.86 9.46
 3456884.24 5434325.85 9.97
 3456883.92 5434325.86 9.85
 3456881.17 5434325.82 13.62
 3456878.50 5434325.86 13.82
 3456878.16 5434325.87 13.93
 3456877.87 5434325.88 13.52
 3456878.11 5434326.01 7.62
 3456887.31 5434326.19 3.22
 3456886.97 5434326.20 3.18
 3456886.01 5434326.10 8.65
 3456886.64 5434326.21 3.17
 3456885.65 5434326.10 8.88
 3456885.30 5434326.10 8.95
 3456884.90 5434326.10 9.56
 3456884.52 5434326.10 9.88
 3456884.65 5434326.12 8.74
 3456884.19 5434326.10 9.90
 3456884.30 5434326.12 8.85
 3456883.09 5434325.97 16.85
 3456883.83 5434326.10 10.08
 3456882.77 5434325.98 16.70
 3456882.51 5434325.99 16.08
 3456882.16 5434326.07 13.14
 3456881.51 5434326.08 12.93
 3456879.02 5434326.09 14.62
 3456878.76 5434326.11 13.83
 3456879.08 5434326.18 10.60
 3456878.46 5434326.12 13.59
 3456878.78 5434326.19 10.36
 3456878.46 5434326.20 10.16
 3456878.66 5434326.24 8.20
 3456878.12 5434326.20 10.31
 3456877.80 5434326.21 10.15
 3456888.28 5434326.82 0.91
 3456887.31 5434326.78 3.40
 3456885.89 5434326.66 9.86
 3456885.59 5434326.67 9.56
 3456885.21 5434326.67 9.95
 3456884.90 5434326.68 9.68
 3456884.48 5434326.67 10.39
 3456884.61 5434326.70 9.20
 3456884.27 5434326.70 9.30
 3456884.32 5434326.71 8.85
 3456883.06 5434326.55 17.25
 3456883.89 5434326.70 9.66
 3456882.75 5434326.55 17.10
 3456882.44 5434326.57 16.82
 3456883.00 5434326.74 8.63
 3456880.00 5434326.58 18.10
 3456880.38 5434326.66 14.42
 3456880.63 5434326.71 11.95
 3456879.94 5434326.64 15.48
 3456878.77 5434326.70 13.89
 3456878.45 5434326.71 13.80
 3456878.47 5434326.79 10.20
 3456878.14 5434326.80 10.24
 3456877.81 5434326.80 10.22
 3456877.47 5434326.81 10.32
 3456878.25 5434326.98 2.13
 3456877.66 5434326.93 4.80
 3456877.32 5434326.93 4.83
 3456877.58 5434326.99 2.07
 3456876.98 5434326.94 4.86
 3456876.65 5434326.95 4.83
 3456876.31 5434326.95 4.81
 3456887.47 5434327.47 3.13
 3456887.14 5434327.48 3.05
 3456886.79 5434327.48 3.14
 3456887.14 5434327.54 0.10
 3456885.66 5434327.34 10.01
 3456886.39 5434327.48 3.61
 3456886.79 5434327.55 0.12
 3456885.31 5434327.34 10.15
 3456885.54 5434327.39 8.10
 3456886.44 5434327.56 0.15
 3456884.91 5434327.34 10.74
 3456885.00 5434327.35 9.96
 3456884.57 5434327.34 10.79
 3456884.34 5434327.37 9.81
 3456884.02 5434327.38 9.67
 3456882.92 5434327.24 16.73
 3456882.58 5434327.24 16.81
 3456882.25 5434327.25 16.77
 3456881.92 5434327.25 16.75
 3456882.00 5434327.34 12.93
 3456881.68 5434327.35 12.74
 3456880.96 5434327.35 13.26
 3456880.41 5434327.31 15.38
 3456879.41 5434327.33 15.42
 3456878.90 5434327.45 10.59
 3456878.61 5434327.46 10.22
 3456878.22 5434327.46 10.80
 3456878.31 5434327.48 9.82
 3456877.96 5434327.48 10.04
 3456877.63 5434327.49 9.96
 3456877.92 5434327.55 6.95
 3456877.60 5434327.56 6.80
 3456877.30 5434327.58 6.48
 3456876.96 5434327.58 6.48
 3456877.10 5434327.61 5.02
 3456876.79 5434327.62 4.80
 3456887.27 5434327.84 2.93
 3456887.60 5434327.90 0.04
 3456887.26 5434327.91 0.02
 3456885.96 5434327.74 8.42
 3456886.22 5434327.78 6.11
 3456886.59 5434327.85 2.91
 3456885.88 5434327.79 6.13
 3456886.26 5434327.86 2.78
 3456885.31 5434327.75 8.18
 3456884.81 5434327.73 9.67
 3456885.21 5434327.80 6.06
 3456885.88 5434327.93 0.06
 3456884.41 5434327.72 10.22
 3456884.05 5434327.72 10.41
 3456883.82 5434327.75 9.51
 3456882.68 5434327.60 16.88
 3456882.34 5434327.60 16.89
 3456883.10 5434327.75 9.93
 3456882.03 5434327.61 16.71
 3456881.44 5434327.57 19.18
 3456880.69 5434327.63 16.87
 3456881.09 5434327.72 13.04
 3456880.28 5434327.62 17.64
 3456880.70 5434327.78 10.36
 3456881.77 5434328.00 0.00
 3456881.09 5434328.01 0.02
 3456878.68 5434327.74 13.86
 3456879.04 5434327.82 10.28
 3456878.35 5434327.75 13.87
 3456878.75 5434327.83 9.85
 3456878.31 5434327.81 10.92
 3456878.66 5434327.89 7.32
 3456878.06 5434327.84 9.99
 3456878.34 5434327.90 7.15
 3456877.73 5434327.85 9.98
 3456877.42 5434327.86 9.83
 3456877.68 5434327.91 7.11
 3456876.69 5434327.78 13.99
 3456877.37 5434327.93 6.85
 3456877.52 5434327.96 5.21
 3456877.05 5434327.94 6.60
 3456877.21 5434327.97 4.98
 3456876.60 5434327.92 7.93
 3456876.89 5434327.98 4.80
 3456877.08 5434328.02 2.79
 3456876.57 5434327.99 4.66
 3456876.21 5434327.99 4.83
 3456876.39 5434328.03 2.94
 3456875.88 5434328.00 4.75
 3456888.39 5434328.45 0.04
 3456888.05 5434328.45 0.08
 3456887.38 5434328.40 2.91
 3456887.71 5434328.46 0.04
 3456887.37 5434328.47 0.04
 3456886.70 5434328.41 2.92
 3456887.03 5434328.47 0.05
 3456885.57 5434328.27 9.86
 3456885.76 5434328.30 8.22
 3456886.32 5434328.41 3.22
 3456885.42 5434328.31 8.18
 3456884.83 5434328.27 10.49
 3456884.47 5434328.27 10.62
 3456884.19 5434328.29 10.16
 3456883.08 5434328.14 17.20
 3456883.85 5434328.29 10.17
 3456882.77 5434328.15 17.02
 3456882.48 5434328.17 16.70
 3456882.18 5434328.18 16.38
 3456881.79 5434328.17 16.94
 3456881.18 5434328.12 19.55
 3456880.83 5434328.13 19.76
 3456880.52 5434328.13 19.58
 3456880.77 5434328.19 17.14
 3456882.57 5434328.55 0.03
 3456880.46 5434328.20 16.96
 3456882.23 5434328.56 0.01
 3456880.49 5434328.35 10.33
 3456880.14 5434328.36 10.39
 3456879.81 5434328.36 10.36
 3456878.58 5434328.18 19.27
 3456879.47 5434328.37 10.41
 3456879.61 5434328.40 8.97
 3456879.05 5434328.35 11.28
 3456879.27 5434328.40 9.04
 3456878.45 5434328.30 13.97
 3456878.69 5434328.36 11.55
 3456878.11 5434328.31 14.03
 3456878.03 5434328.37 11.45
 3456878.16 5434328.40 10.18
 3456877.83 5434328.41 10.14
 3456878.10 5434328.47 7.35
 3456877.49 5434328.41 10.19
 3456876.87 5434328.35 13.23
 3456877.13 5434328.41 10.48
 3456877.35 5434328.46 8.17
 3456876.49 5434328.35 13.75
 3456877.03 5434328.47 8.08
 3456876.98 5434328.54 5.04
 3456876.65 5434328.55 5.00
 3456876.30 5434328.55 5.06
 3456875.98 5434328.56 4.90
 3456875.66 5434328.57 4.72
 3456887.77 5434328.37 13.42
 3456888.67 5434328.66 0.03
 3456888.33 5434328.66 0.05
 3456887.65 5434328.61 2.91
 3456887.98 5434328.67 0.06
 3456887.31 5434328.62 2.94
 3456887.64 5434328.68 0.05
 3456886.35 5434328.51 8.38
 3456886.96 5434328.62 3.04
 3456887.30 5434328.68 0.06
 3456886.01 5434328.51 8.35
 3456886.62 5434328.63 2.98
 3456885.67 5434328.52 8.42
 3456885.35 5434328.53 8.19
 3456884.75 5434328.49 10.53
 3456885.03 5434328.54 7.99
 3456884.40 5434328.49 10.65
 3456884.11 5434328.50 10.25
 3456883.04 5434328.37 16.97
 3456883.81 5434328.52 9.97
 3456882.71 5434328.38 16.92
 3456882.42 5434328.39 16.55
 3456883.22 5434328.55 9.14
 3456882.07 5434328.39 16.81
