 species:	beech
 species_id:	5
 site:	Karlsruhe
 pt_density:	12
 date_flight:	2011
 param5:	xx
 param6:	xx
 param7:	xx
 param8:	xx
 param9:	xx
 param10:	xx
 param11:	xx
 param12:	xx
 param13:	xx
 param14:	xx
 param15:	xx
 param16:	xx
 param17:	xx
 param18:	xx
 param19:	xx
 param20:	xx
 
 x y z
 3456864.83 5434337.81 10.71
 3456864.09 5434337.69 16.57
 3456864.50 5434337.82 10.67
 3456863.76 5434337.70 16.47
 3456864.14 5434337.82 10.95
 3456863.37 5434337.69 17.39
 3456863.06 5434337.70 17.22
 3456863.47 5434337.83 11.17
 3456862.77 5434337.72 16.57
 3456866.57 5434337.97 14.50
 3456865.09 5434337.95 16.83
 3456864.52 5434338.09 10.78
 3456863.81 5434337.99 16.29
 3456863.46 5434337.99 16.59
 3456863.82 5434338.10 11.20
 3456863.09 5434337.99 17.04
 3456862.77 5434338.00 16.99
 3456862.44 5434338.00 17.03
 3456867.12 5434338.36 14.76
 3456866.80 5434338.37 14.63
 3456866.89 5434338.40 13.51
 3456866.46 5434338.38 14.78
 3456866.71 5434338.44 11.47
 3456866.16 5434338.39 14.39
 3456866.38 5434338.45 11.42
 3456865.34 5434338.36 16.46
 3456865.00 5434338.37 16.66
 3456865.39 5434338.48 11.25
 3456864.67 5434338.37 16.78
 3456864.33 5434338.38 16.90
 3456864.65 5434338.47 12.24
 3456864.02 5434338.39 16.54
 3456863.69 5434338.40 16.60
 3456863.34 5434338.40 16.82
 3456863.00 5434338.40 17.09
 3456862.68 5434338.41 16.94
 3456862.38 5434338.43 16.57
 3456862.48 5434338.46 14.96
 3456861.76 5434338.45 15.84
 3456867.33 5434338.61 14.69
 3456867.00 5434338.62 14.77
 3456866.67 5434338.63 14.72
 3456866.36 5434338.64 14.47
 3456866.07 5434338.66 13.95
 3456865.53 5434338.61 16.68
 3456865.19 5434338.61 16.82
 3456864.87 5434338.62 16.72
 3456864.53 5434338.63 16.84
 3456864.18 5434338.63 17.14
 3456863.90 5434338.65 16.52
 3456864.19 5434338.73 12.31
 3456863.55 5434338.65 16.86
 3456863.21 5434338.65 16.93
 3456862.86 5434338.65 17.24
 3456862.56 5434338.67 16.75
 3456862.24 5434338.68 16.67
 3456861.98 5434338.71 15.70
 3456861.66 5434338.72 15.53
 3456862.32 5434339.04 0.04
 3456866.70 5434338.88 14.71
 3456866.38 5434338.89 14.47
 3456865.84 5434338.85 17.26
 3456866.10 5434338.92 13.81
 3456865.54 5434338.86 16.85
 3456865.93 5434338.97 11.61
 3456865.22 5434338.87 16.80
 3456864.91 5434338.88 16.51
 3456864.57 5434338.89 16.69
 3456864.87 5434338.97 12.38
 3456864.23 5434338.89 16.90
 3456864.44 5434338.95 13.87
 3456863.87 5434338.89 17.30
 3456863.52 5434338.89 17.62
 3456863.20 5434338.90 17.50
 3456862.89 5434338.91 17.23
 3456862.59 5434338.93 16.77
 3456862.24 5434338.93 17.01
 3456861.91 5434338.94 17.04
 3456861.65 5434338.97 16.02
 3456863.47 5434337.20 16.62
 3456863.37 5434337.27 11.34
 3456863.47 5434337.29 10.34
 3456866.40 5434337.75 14.46
 3456865.55 5434337.68 16.48
 3456865.23 5434337.66 16.61
 3456863.97 5434337.60 16.57
 3456864.60 5434337.72 10.48
 3456863.66 5434337.59 16.53
 3456864.24 5434337.70 10.90
 3456863.24 5434337.55 17.47
 3456863.02 5434337.55 16.62
 3456863.56 5434337.66 11.30
 3456862.70 5434337.54 16.71
 3456863.28 5434337.65 10.97
 3456862.39 5434337.52 16.61
 3456866.72 5434338.17 14.56
 3456866.42 5434338.16 14.42
 3456866.42 5434338.20 11.46
 3456865.58 5434338.09 16.32
 3456865.23 5434338.07 16.67
 3456864.92 5434338.05 16.62
 3456864.60 5434338.04 16.69
 3456864.69 5434338.05 15.83
 3456864.03 5434338.02 16.07
 3456864.57 5434338.12 10.88
 3456863.69 5434338.00 16.27
 3456863.32 5434337.97 16.83
 3456862.99 5434337.95 16.98
 3456862.68 5434337.94 16.98
 3456862.35 5434337.92 17.07
 3456867.38 5434338.36 14.63
 3456867.05 5434338.34 14.78
 3456866.74 5434338.33 14.72
 3456866.41 5434338.31 14.83
 3456866.13 5434338.31 14.46
 3456866.44 5434338.36 11.65
 3456865.59 5434338.25 16.54
 3456865.28 5434338.24 16.49
 3456864.95 5434338.22 16.67
 3456865.48 5434338.31 11.65
 3456864.62 5434338.20 16.77
 3456864.71 5434338.22 15.87
 3456865.10 5434338.29 12.21
 3456864.29 5434338.18 16.93
 3456864.47 5434338.26 12.17
 3456864.60 5434338.28 10.87
 3456863.71 5434338.16 16.44
 3456864.12 5434338.24 12.41
 3456863.38 5434338.15 16.56
 3456863.01 5434338.12 17.07
 3456862.70 5434338.11 17.04
 3456862.40 5434338.09 16.91
 3456867.40 5434338.66 14.62
 3456867.08 5434338.64 14.67
 3456866.75 5434338.63 14.73
 3456866.45 5434338.61 14.62
 3456865.93 5434338.56 16.50
 3456866.15 5434338.60 14.41
 3456865.60 5434338.55 16.55
 3456865.89 5434338.60 13.86
 3456865.27 5434338.53 16.76
 3456864.96 5434338.52 16.69
 3456864.63 5434338.50 16.85
 3456864.30 5434338.48 16.92
 3456864.01 5434338.47 16.73
 3456864.47 5434338.55 12.28
 3456863.72 5434338.46 16.48
 3456864.15 5434338.54 12.30
 3456863.36 5434338.44 16.85
 3456862.98 5434338.41 17.56
 3456862.72 5434338.41 17.02
 3456862.45 5434338.40 16.56
 3456862.18 5434338.40 16.11
 3456862.30 5434338.42 14.95
 3456861.58 5434338.37 15.79
 3456867.47 5434339.14 14.27
 3456867.57 5434339.16 13.42
 3456867.25 5434339.14 13.46
 3456866.79 5434339.10 14.75
 3456866.18 5434339.04 17.36
 3456866.47 5434339.09 14.71
 3456865.87 5434339.02 17.41
 3456865.58 5434339.02 17.13
 3456865.94 5434339.08 13.84
 3456865.18 5434338.99 17.87
 3456864.85 5434338.97 18.13
 3456864.57 5434338.96 17.68
 3456864.70 5434338.98 16.50
 3456864.22 5434338.94 18.07
 3456864.37 5434338.97 16.68
 3456864.03 5434338.95 16.84
 3456863.66 5434338.93 17.41
 3456863.32 5434338.91 17.70
 3456863.08 5434338.91 16.94
 3456862.73 5434338.89 17.21
 3456862.46 5434338.88 16.82
 3456862.62 5434338.91 15.26
 3456862.12 5434338.86 17.07
 3456861.80 5434338.85 17.15
 3456861.60 5434338.85 16.03
 3456862.52 5434339.12 0.07
 3456862.19 5434339.10 0.08
 3456862.34 5434339.30 -0.01
 3456867.37 5434339.35 13.44
 3456866.94 5434339.33 14.77
 3456867.12 5434339.38 12.39
 3456866.43 5434339.29 17.21
 3456866.61 5434339.34 14.75
 3456866.11 5434339.30 17.17
 3456866.29 5434339.35 14.70
 3456865.73 5434339.30 17.77
 3456865.42 5434339.31 17.55
 3456865.08 5434339.31 17.68
 3456864.72 5434339.31 18.11
 3456864.41 5434339.32 17.85
 3456864.08 5434339.33 17.79
 3456864.17 5434339.36 16.51
 3456863.77 5434339.34 17.57
 3456864.14 5434339.45 12.24
 3456863.44 5434339.35 17.59
 3456863.10 5434339.36 17.72
 3456862.79 5434339.37 17.50
 3456863.23 5434339.50 10.95
 3456862.50 5434339.39 16.85
 3456862.20 5434339.40 16.52
 3456861.83 5434339.40 17.11
 3456861.59 5434339.43 15.80
 3456861.94 5434339.54 10.35
 3456861.26 5434339.44 15.68
 3456861.92 5434339.77 -0.00
 3456867.73 5434339.92 13.42
 3456867.40 5434339.93 13.51
