 species:	beech
 species_id:	5
 site:	Karlsruhe
 pt_density:	12
 date_flight:	2011
 param5:	xx
 param6:	xx
 param7:	xx
 param8:	xx
 param9:	xx
 param10:	xx
 param11:	xx
 param12:	xx
 param13:	xx
 param14:	xx
 param15:	xx
 param16:	xx
 param17:	xx
 param18:	xx
 param19:	xx
 param20:	xx
 
 x y z
 3456654.60 5433140.63 6.50
 3456655.26 5433140.67 6.57
 3456655.50 5433140.68 7.21
 3456655.85 5433140.70 7.05
 3456656.17 5433140.72 7.14
 3456656.48 5433140.74 7.29
 3456654.56 5433140.15 7.45
 3456655.24 5433140.19 7.28
 3456655.54 5433140.21 7.51
 3456655.88 5433140.22 7.49
 3456656.28 5433140.24 6.97
 3456656.58 5433140.26 7.21
 3456656.89 5433140.26 4.95
 3456656.90 5433140.28 7.29
 3456654.45 5433139.52 7.42
 3456654.80 5433139.54 7.25
 3456655.03 5433139.56 7.96
 3456655.43 5433139.58 7.53
 3456655.79 5433139.59 7.26
 3456656.17 5433139.61 6.97
 3456656.46 5433139.63 7.25
 3456656.60 5433139.63 6.23
 3456656.79 5433139.63 4.83
 3456656.80 5433139.65 7.20
 3456657.09 5433139.65 5.08
 3456654.04 5433138.81 5.13
 3456654.38 5433138.84 7.47
 3456654.53 5433138.84 6.38
 3456654.72 5433138.86 7.41
 3456654.89 5433138.86 6.12
 3456655.05 5433138.88 7.38
 3456655.37 5433138.90 7.45
 3456655.75 5433138.91 7.11
 3456656.08 5433138.93 7.15
 3456654.64 5433138.50 5.04
 3456654.80 5433138.51 6.32
 3456655.01 5433138.53 7.17
 3456655.17 5433138.53 5.97
 3456655.40 5433138.55 6.76
 3456655.67 5433138.57 7.25
 3456656.09 5433138.58 6.59
 3456656.26 5433138.60 7.71
 3456654.77 5433138.28 4.97
 3456654.98 5433138.30 5.89
 3456655.07 5433138.30 5.25
 3456655.24 5433138.31 6.36
 3456655.62 5433138.33 6.03
 3456655.91 5433138.35 6.40
 3456656.29 5433138.37 6.02
 3456656.44 5433138.37 4.96
 3456655.43 5433137.74 5.37
 3456655.16 5433137.75 5.66
 3456654.55 5433137.76 5.83
 3456654.26 5433137.77 6.03
 3456656.02 5433138.48 6.74
 3456655.78 5433138.49 7.15
 3456655.38 5433138.50 6.71
 3456655.11 5433138.51 7.00
 3456654.87 5433138.51 5.81
 3456654.63 5433138.52 6.24
 3456654.36 5433138.53 6.52
 3456654.06 5433138.53 5.03
 3456656.01 5433138.75 6.75
 3456655.74 5433138.76 7.05
 3456655.47 5433138.77 7.30
 3456655.17 5433138.78 7.39
 3456654.82 5433138.79 7.28
 3456654.58 5433138.79 6.04
 3456654.51 5433138.79 7.36
 3456655.54 5433138.97 7.37
 3456655.25 5433138.98 7.55
 3456654.88 5433138.99 7.29
 3456654.57 5433139.00 7.38
 3456654.34 5433139.00 6.21
 3456656.65 5433139.29 7.15
 3456655.93 5433139.31 6.74
 3456655.73 5433139.32 7.39
 3456655.51 5433139.33 7.93
 3456655.24 5433139.34 8.18
 3456654.76 5433139.35 7.37
 3456654.40 5433139.36 7.21
 3456654.25 5433139.36 6.48
 3456656.69 5433139.39 7.15
 3456656.02 5433139.41 6.99
 3456655.76 5433139.42 7.34
 3456655.43 5433139.43 7.25
 3456655.25 5433139.44 7.99
 3456654.91 5433139.45 7.90
 3456654.47 5433139.46 7.33
 3456656.98 5433139.80 0.07
 3456656.65 5433139.81 0.04
 3456657.16 5433139.82 4.42
 3456656.33 5433139.82 0.08
 3456656.59 5433139.84 4.81
 3456656.73 5433139.85 7.22
 3456656.36 5433139.85 5.33
 3456656.29 5433139.86 6.65
 3456656.02 5433139.87 6.89
 3456655.67 5433139.88 6.74
 3456655.39 5433139.89 6.98
 3456655.13 5433139.91 7.28
 3456654.90 5433139.92 7.79
 3456654.71 5433139.92 6.82
 3456654.44 5433139.93 7.08
 3456656.64 5433140.57 0.20
 3456656.30 5433140.58 0.10
 3456656.90 5433140.59 4.95
 3456655.96 5433140.60 0.08
 3456656.93 5433140.60 6.79
 3456656.76 5433140.60 5.90
 3456656.49 5433140.61 4.48
 3456656.72 5433140.62 7.33
 3456656.34 5433140.63 7.06
 3456656.00 5433140.64 6.99
 3456655.69 5433140.65 7.08
 3456655.24 5433140.66 6.42
 3456655.12 5433140.67 7.46
 3456654.87 5433140.67 6.18
 3456656.30 5433141.00 0.13
 3456656.66 5433141.03 7.09
 3456656.35 5433141.04 7.13
 3456656.02 5433141.05 7.12
 3456656.35 5433141.16 0.08
 3456656.71 5433141.20 7.05
 3456656.41 5433141.21 7.16
 3456656.09 5433141.22 7.16
 3456655.49 5433140.79 6.51
 3456655.87 5433140.84 6.18
 3456656.02 5433140.91 7.29
 3456656.42 5433140.96 6.81
 3456656.72 5433141.01 6.93
 3456655.16 5433140.28 7.30
 3456655.31 5433140.27 6.37
 3456655.47 5433140.34 7.45
 3456656.60 5433140.28 0.14
 3456655.88 5433140.39 6.90
 3456656.24 5433140.44 6.63
 3456656.42 5433140.50 7.56
 3456656.75 5433140.55 7.54
 3456654.88 5433139.49 7.26
 3456655.14 5433139.55 7.64
 3456655.43 5433139.60 7.87
 3456655.83 5433139.65 7.37
 3456656.26 5433139.70 6.75
 3456656.49 5433139.76 7.35
 3456657.03 5433139.80 5.94
 3456654.36 5433138.79 7.36
 3456654.67 5433138.85 7.42
 3456654.92 5433138.83 5.75
 3456655.01 5433138.90 7.32
 3456655.29 5433138.96 7.58
 3456655.70 5433139.00 7.07
 3456655.96 5433139.06 7.51
 3456654.05 5433138.52 5.01
 3456654.17 5433138.59 6.40
 3456654.50 5433138.64 6.32
 3456654.65 5433138.70 7.41
 3456654.86 5433138.69 6.05
 3456655.00 5433138.76 7.27
 3456655.29 5433138.81 7.51
 3456655.63 5433138.86 7.43
 3456656.05 5433138.91 6.82
 3456654.11 5433138.35 4.93
 3456654.37 5433138.48 7.45
 3456654.54 5433138.47 6.30
 3456654.69 5433138.54 7.48
 3456654.95 5433138.52 5.77
 3456655.09 5433138.59 6.99
 3456655.33 5433138.64 7.48
 3456655.71 5433138.70 7.20
 3456656.04 5433138.75 7.14
 3456656.19 5433138.74 6.19
 3456656.42 5433138.80 6.83
 3456654.91 5433137.98 5.33
 3456654.88 5433138.05 7.62
 3456655.21 5433138.03 5.50
 3456655.49 5433138.09 5.79
 3456655.74 5433138.15 6.25
 3456656.10 5433138.20 6.08
 3456655.15 5433137.70 5.56
 3456654.52 5433137.68 5.88
 3456654.19 5433137.67 5.97
 3456655.48 5433138.25 6.32
 3456655.21 5433138.24 6.63
 3456654.94 5433138.26 5.56
 3456654.66 5433138.24 5.84
 3456653.92 5433138.23 5.76
 3456655.48 5433138.28 6.29
 3456655.22 5433138.26 6.61
 3456654.96 5433138.28 5.59
 3456654.66 5433138.27 5.82
 3456653.92 5433138.25 5.71
 3456655.43 5433138.54 6.75
 3456655.16 5433138.53 7.07
 3456654.57 5433138.54 6.13
 3456654.56 5433138.50 7.48
 3456654.29 5433138.53 6.41
 3456655.39 5433138.99 7.36
 3456655.09 5433138.98 7.54
 3456654.62 5433138.98 7.06
 3456653.93 5433139.00 5.79
 3456657.06 5433139.79 0.17
 3456656.34 5433139.78 0.15
 3456657.06 5433139.68 4.48
 3456655.98 5433139.77 0.10
 3456656.42 5433139.62 6.16
 3456656.25 5433139.60 6.86
 3456655.73 5433139.57 7.52
 3456655.45 5433139.55 7.78
 3456655.19 5433139.54 8.13
 3456654.68 5433139.54 7.50
 3456654.29 5433139.53 7.36
 3456656.47 5433140.06 0.14
 3456656.13 5433140.05 0.23
 3456656.98 5433139.94 5.06
 3456656.48 5433139.87 7.29
 3456656.06 5433139.87 7.00
 3456655.67 5433139.86 6.82
 3456655.37 5433139.85 7.01
 3456655.14 5433139.83 7.47
 3456654.66 5433139.83 6.97
 3456654.32 5433139.83 7.03
 3456656.67 5433140.34 0.22
 3456656.30 5433140.34 0.17
 3456656.95 5433140.25 4.20
 3456655.94 5433140.33 0.14
 3456656.76 5433140.22 4.86
 3456656.64 5433140.16 7.21
 3456656.26 5433140.15 7.06
 3456655.91 5433140.15 7.08
 3456655.60 5433140.13 7.22
 3456655.29 5433140.12 7.38
 3456655.02 5433140.14 6.31
 3456654.96 5433140.11 7.46
 3456654.60 5433140.10 7.43
 3456656.65 5433140.55 0.26
 3456656.27 5433140.55 0.16
 3456655.91 5433140.54 0.16
 3456656.72 5433140.44 4.85
 3456656.66 5433140.40 5.99
 3456656.30 5433140.43 4.55
 3456656.45 5433140.38 6.57
 3456656.37 5433140.36 7.64
 3456655.85 5433140.36 6.97
 3456655.43 5433140.36 6.68
 3456655.26 5433140.33 7.40
 3456654.77 5433140.37 5.47
 3456654.90 5433140.33 7.32
 3456654.38 5433140.33 6.67
 3456656.37 5433140.89 0.22
 3456656.02 5433140.88 0.25
 3456656.86 5433140.78 5.05
 3456656.97 5433140.73 6.93
 3456656.57 5433140.73 6.73
 3456656.27 5433140.72 6.93
 3456655.98 5433140.70 7.16
 3456655.70 5433140.73 6.05
 3456655.66 5433140.69 7.29
 3456655.05 5433140.71 6.23
 3456656.65 5433140.99 6.88
 3456656.35 5433140.98 7.07
 3456656.02 5433140.97 7.18
