 species:	pine
 species_id:	3
 site:	Karlsruhe
 pt_density:	12
 date_flight:	2011
 param5:	xx
 param6:	xx
 param7:	xx
 param8:	xx
 param9:	xx
 param10:	xx
 param11:	xx
 param12:	xx
 param13:	xx
 param14:	xx
 param15:	xx
 param16:	xx
 param17:	xx
 param18:	xx
 param19:	xx
 param20:	xx
 
 x y z
 3457566.08 5434211.13 23.72
 3457566.75 5434211.10 23.97
 3457563.67 5434211.15 19.90
 3457564.07 5434211.14 19.84
 3457564.32 5434211.11 20.21
 3457564.71 5434211.10 20.19
 3457565.03 5434211.09 20.34
 3457563.98 5434210.71 19.83
 3457566.94 5434210.96 23.92
 3457566.63 5434210.96 23.99
 3457565.26 5434210.89 20.01
 3457564.97 5434210.89 20.25
 3457564.63 5434210.89 20.15
 3457564.29 5434210.89 19.90
 3457566.99 5434216.96 23.00
 3457566.97 5434216.54 23.07
 3457567.43 5434216.54 22.83
 3457567.84 5434216.53 22.77
 3457564.25 5434216.23 23.49
 3457564.60 5434216.22 23.55
 3457565.04 5434216.21 23.39
 3457566.09 5434216.18 23.59
 3457566.68 5434216.19 22.96
 3457567.13 5434216.18 22.77
 3457567.44 5434216.17 22.96
 3457566.85 5434215.92 29.02
 3457564.66 5434215.37 23.74
 3457564.55 5434215.31 25.18
 3457566.12 5434215.32 23.87
 3457565.90 5434215.25 25.62
 3457565.55 5434215.17 27.74
 3457566.10 5434215.23 26.14
 3457566.43 5434215.21 26.25
 3457566.28 5434215.15 27.78
 3457566.40 5434215.11 28.53
 3457566.77 5434215.10 28.53
 3457563.62 5434214.57 22.94
 3457565.66 5434214.77 16.87
 3457563.91 5434214.55 23.19
 3457565.71 5434214.73 17.84
 3457564.26 5434214.54 23.29
 3457564.01 5434214.46 25.15
 3457564.37 5434214.50 24.11
 3457564.25 5434214.44 25.54
 3457564.65 5434214.43 25.47
 3457566.01 5434214.57 21.45
 3457565.33 5434214.45 24.55
 3457565.73 5434214.44 24.46
 3457566.01 5434214.42 24.75
 3457565.55 5434214.33 27.18
 3457566.05 5434214.34 26.79
 3457566.05 5434214.29 27.87
 3457566.38 5434214.27 28.01
 3457566.81 5434214.27 27.85
 3457567.13 5434214.25 28.00
 3457567.42 5434214.24 28.24
 3457564.64 5434214.73 19.06
 3457565.71 5434214.79 17.00
 3457563.97 5434214.56 23.27
 3457565.76 5434214.74 17.97
 3457564.35 5434214.55 23.28
 3457564.08 5434214.48 25.19
 3457564.45 5434214.51 24.12
 3457564.34 5434214.45 25.54
 3457564.72 5434214.44 25.52
 3457565.43 5434214.47 24.52
 3457565.88 5434214.46 24.28
 3457565.23 5434214.35 27.29
 3457566.07 5434214.43 24.80
 3457565.63 5434214.34 27.17
 3457566.22 5434214.35 26.55
 3457566.15 5434214.30 27.86
 3457566.48 5434214.28 27.98
 3457566.84 5434214.27 28.02
 3457567.21 5434214.26 28.04
 3457567.50 5434214.24 28.27
 3457563.30 5434214.43 22.82
 3457563.71 5434214.42 22.73
 3457563.90 5434214.39 23.31
 3457565.26 5434214.53 19.25
 3457565.77 5434214.58 17.72
 3457564.34 5434214.39 23.14
 3457563.97 5434214.30 25.33
 3457564.39 5434214.34 24.10
 3457564.29 5434214.28 25.51
 3457564.64 5434214.27 25.57
 3457565.20 5434214.28 24.99
 3457565.66 5434214.28 24.71
 3457566.05 5434214.32 23.57
 3457566.01 5434214.26 24.79
 3457565.59 5434214.17 27.13
 3457566.02 5434214.17 26.92
 3457566.19 5434214.14 27.52
 3457566.42 5434214.11 27.92
 3457566.76 5434214.10 28.02
 3457567.07 5434214.08 28.22
 3457564.92 5434214.71 0.06
 3457565.30 5434214.70 0.07
 3457566.09 5434214.68 0.03
 3457566.47 5434214.67 0.05
 3457566.87 5434214.66 0.04
 3457567.22 5434214.64 0.16
 3457563.79 5434213.83 20.94
 3457564.11 5434213.81 21.11
 3457563.87 5434213.74 22.96
 3457564.24 5434213.73 22.97
 3457564.19 5434213.67 24.22
 3457564.46 5434213.65 24.53
 3457564.84 5434213.64 24.51
 3457564.81 5434213.59 25.69
 3457565.49 5434213.51 26.94
 3457565.80 5434213.50 27.12
 3457566.15 5434213.49 27.14
 3457566.68 5434213.49 26.66
 3457567.01 5434213.47 26.79
 3457567.37 5434213.46 26.85
 3457565.72 5434214.04 0.02
 3457566.13 5434214.03 -0.06
 3457566.49 5434214.02 0.04
 3457563.55 5434213.11 22.87
 3457563.80 5434213.09 23.24
 3457564.29 5434213.09 22.89
 3457565.13 5434213.13 21.47
 3457564.92 5434213.06 23.23
 3457565.10 5434213.03 23.79
 3457565.41 5434213.01 23.94
 3457565.34 5434212.96 25.27
 3457565.74 5434212.95 25.17
 3457566.08 5434212.93 25.25
 3457566.60 5434212.94 24.78
