 species:	beech
 species_id:	5
 site:	Karlsruhe
 pt_density:	12
 date_flight:	2011
 param5:	xx
 param6:	xx
 param7:	xx
 param8:	xx
 param9:	xx
 param10:	xx
 param11:	xx
 param12:	xx
 param13:	xx
 param14:	xx
 param15:	xx
 param16:	xx
 param17:	xx
 param18:	xx
 param19:	xx
 param20:	xx
 
 x y z
 3456890.40 5434324.07 0.00
 3456890.89 5434324.35 19.96
 3456890.30 5434324.37 19.41
 3456890.00 5434324.38 19.16
 3456889.64 5434324.39 19.38
 3456888.97 5434324.39 19.53
 3456891.00 5434324.81 0.08
 3456890.67 5434324.82 0.02
 3456890.32 5434324.82 0.04
 3456889.97 5434324.83 0.12
 3456889.64 5434324.84 0.06
 3456889.30 5434324.84 0.07
 3456890.47 5434324.94 23.31
 3456890.17 5434324.95 23.14
 3456889.85 5434324.96 23.03
 3456890.34 5434325.04 19.10
 3456889.53 5434324.96 23.07
 3456890.00 5434325.04 19.25
 3456889.18 5434324.96 23.23
 3456889.66 5434325.05 19.28
 3456889.31 5434325.05 19.52
 3456888.97 5434325.05 19.58
 3456891.00 5434325.48 0.12
 3456890.66 5434325.48 0.14
 3456890.32 5434325.49 0.11
 3456889.99 5434325.50 0.06
 3456889.64 5434325.50 0.11
 3456889.30 5434325.51 0.06
 3456888.96 5434325.52 0.07
 3456890.47 5434325.09 23.25
 3456890.76 5434325.14 20.97
 3456890.16 5434325.10 23.11
 3456890.79 5434325.21 18.15
 3456889.83 5434325.11 23.17
 3456890.33 5434325.19 19.15
 3456890.54 5434325.23 17.41
 3456889.51 5434325.11 23.10
 3456889.17 5434325.12 23.22
 3456889.65 5434325.20 19.30
 3456890.63 5434325.62 0.28
 3456890.31 5434325.64 0.10
 3456889.97 5434325.64 0.08
 3456889.62 5434325.65 0.14
 3456889.27 5434325.65 0.18
 3456888.95 5434325.66 0.05
 3456890.95 5434325.32 24.37
 3456890.82 5434325.36 22.80
 3456890.53 5434325.37 22.56
 3456890.12 5434325.36 23.20
 3456890.36 5434325.46 18.67
 3456889.46 5434325.37 23.32
 3456889.35 5434325.42 21.49
 3456888.66 5434325.42 21.80
 3456888.31 5434325.42 21.97
 3456888.70 5434325.49 18.76
 3456890.28 5434325.89 0.09
 3456889.94 5434325.90 0.07
 3456889.60 5434325.91 0.07
 3456889.25 5434325.91 0.06
 3456888.92 5434325.92 0.01
 3456890.68 5434325.45 22.86
 3456890.39 5434325.47 22.52
 3456890.01 5434325.46 22.95
 3456890.42 5434325.53 19.67
 3456890.55 5434325.55 18.62
 3456889.68 5434325.47 23.03
 3456890.21 5434325.55 18.74
 3456889.32 5434325.47 23.23
 3456889.96 5434325.57 18.05
 3456889.22 5434325.51 21.43
 3456889.48 5434325.55 19.33
 3456888.85 5434325.51 21.79
 3456888.50 5434325.51 21.97
 3456888.41 5434325.56 19.97
 3456888.57 5434325.58 18.69
 3456888.06 5434325.56 20.16
 3456890.13 5434325.97 0.07
 3456889.79 5434325.98 0.06
 3456889.45 5434325.98 0.06
 3456889.11 5434325.99 0.06
 3456888.77 5434326.00 0.03
 3456890.98 5434325.70 22.54
 3456890.61 5434325.70 22.92
 3456890.68 5434325.77 19.70
 3456889.95 5434325.71 22.99
 3456889.62 5434325.71 22.95
 3456890.13 5434325.80 18.84
 3456889.66 5434325.78 20.00
 3456889.91 5434325.82 17.98
 3456889.12 5434325.75 21.76
