 species:	beech
 species_id:	5
 site:	Karlsruhe
 pt_density:	12
 date_flight:	2011
 param5:	xx
 param6:	xx
 param7:	xx
 param8:	xx
 param9:	xx
 param10:	xx
 param11:	xx
 param12:	xx
 param13:	xx
 param14:	xx
 param15:	xx
 param16:	xx
 param17:	xx
 param18:	xx
 param19:	xx
 param20:	xx
 
 x y z
 3456624.40 5432369.15 16.95
 3456624.71 5432369.15 16.95
 3456625.01 5432369.14 17.15
 3456625.30 5432369.13 17.41
 3456625.66 5432369.17 16.74
 3456625.95 5432369.14 17.12
 3456624.47 5432368.67 16.16
 3456624.72 5432368.63 16.99
 3456624.99 5432368.59 17.62
 3456625.33 5432368.62 17.15
 3456625.65 5432368.62 17.11
 3456625.99 5432368.64 16.71
 3456626.20 5432368.81 13.86
 3456626.51 5432368.81 13.89
 3456623.37 5432368.13 13.78
 3456623.57 5432368.04 15.40
 3456623.86 5432368.02 15.67
 3456624.13 5432367.98 16.35
 3456624.44 5432367.99 16.30
 3456624.72 5432367.96 16.78
 3456625.03 5432367.96 16.74
 3456625.18 5432368.08 14.66
 3456625.30 5432367.93 17.34
 3456625.63 5432367.94 17.11
 3456626.82 5432368.91 0.63
 3456625.80 5432367.83 18.97
 3456626.08 5432367.81 19.34
 3456626.42 5432367.83 19.07
 3456626.49 5432367.89 18.01
 3456626.84 5432368.16 13.29
 3456627.17 5432368.17 13.12
 3456627.19 5432367.95 16.96
 3456623.40 5432367.61 15.47
 3456623.68 5432367.59 15.85
 3456623.68 5432367.32 20.51
 3456623.97 5432367.56 16.27
 3456624.26 5432367.55 16.55
 3456624.27 5432367.30 20.85
 3456624.53 5432367.52 17.06
 3456624.81 5432367.49 17.50
 3456625.12 5432367.49 17.49
 3456625.17 5432367.53 16.90
 3456625.37 5432367.44 18.35
 3456625.64 5432367.41 18.87
 3456625.96 5432367.42 18.81
 3456626.31 5432367.45 18.19
 3456626.65 5432367.48 17.77
 3456627.00 5432367.50 17.32
 3456627.29 5432367.73 13.37
 3456623.14 5432367.12 20.62
 3456623.48 5432367.42 15.49
 3456623.43 5432367.11 20.79
 3456623.76 5432367.39 15.99
 3456623.77 5432367.14 20.37
 3456624.02 5432367.35 16.65
 3456624.07 5432367.13 20.47
 3456624.34 5432367.36 16.61
 3456624.37 5432367.12 20.66
 3456624.61 5432367.33 17.13
 3456624.67 5432367.11 20.72
 3456624.90 5432367.31 17.38
 3456625.23 5432367.32 17.27
 3456625.45 5432367.25 18.48
 3456625.73 5432367.22 18.86
 3456626.06 5432367.24 18.60
 3456626.38 5432367.25 18.36
 3456626.74 5432367.29 17.70
 3456621.73 5432366.60 19.25
 3456622.02 5432366.58 19.56
 3456622.32 5432366.58 19.66
 3456622.64 5432366.58 19.52
 3456622.89 5432366.53 20.42
 3456623.15 5432366.50 21.00
 3456623.46 5432366.49 21.03
 3456624.08 5432366.76 16.48
 3456624.11 5432366.53 20.48
 3456624.64 5432366.71 17.37
 3456624.99 5432366.74 16.73
 3456625.24 5432366.70 17.54
 3456625.50 5432366.91 13.88
 3456625.55 5432366.70 17.55
 3456625.85 5432366.69 17.71
 3456626.14 5432366.67 17.96
 3456626.43 5432366.66 18.21
 3456626.74 5432366.65 18.28
 3456627.16 5432366.74 16.83
 3456621.70 5432366.00 19.20
 3456621.99 5432365.98 19.50
 3456622.27 5432365.95 19.92
 3456622.29 5432365.97 19.57
 3456622.59 5432365.96 19.89
 3456622.79 5432365.87 21.44
 3456622.88 5432365.94 20.09
 3456623.38 5432366.39 12.56
 3456623.23 5432365.98 19.40
 3456624.53 5432367.12 0.07
 3456623.48 5432365.94 20.20
 3456623.75 5432366.17 16.22
 3456623.73 5432365.88 21.15
 3456624.09 5432365.92 20.41
 3456624.33 5432366.13 16.89
 3456624.65 5432366.14 16.75
 3456624.99 5432366.16 16.34
 3456625.21 5432366.09 17.55
 3456625.23 5432365.85 21.60
 3456625.55 5432365.86 21.50
 3456625.75 5432366.03 18.65
 3456625.84 5432365.84 21.75
 3456626.14 5432366.09 17.54
 3456626.37 5432366.27 14.50
 3456626.37 5432366.02 18.72
 3456626.66 5432366.01 18.92
